school,position,matches,sets,kills,kills_per_set,errors,total_attacks,hitting_percentage,assists,assists_per_set,service_aces,service_aces_per_set,reception,reception_errors,digs,digs_per_set,block_solo,block_assist,block_total,blocks_per_set,points,points_per_set
Midland,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Missouri Valley,MB,34,110,167,1.52,72,436,.218,8,0.07,8,0.07,48,5,48,0.44,12,56,68,0.62,215.0,2.0
Missouri Valley,MB,7,16,10,0.63,7,31,.097,1,0.06,0,0.00,3,1,2,0.13,2,1,3,0.19,12.5,0.8
Missouri Valley,S,34,116,54,0.47,18,141,.255,968,8.34,24,0.21,10,3,250,2.16,2,11,13,0.11,85.5,0.7
Missouri Valley,OH,21,61,1,0.02,5,24,-.167,6,0.10,12,0.20,14,1,25,0.41,0,0,0,0.00,13.0,0.2
Missouri Valley,MB,21,65,82,1.26,35,194,.242,3,0.05,1,0.02,19,5,18,0.28,7,19,26,0.40,99.5,1.5
Missouri Valley,DS,34,121,4,0.03,3,25,.040,50,0.41,28,0.23,544,35,397,3.28,0,0,0,0.00,32.0,0.3
Missouri Valley,S,27,46,4,0.09,4,16,.000,136,2.96,9,0.20,3,1,35,0.76,1,8,9,0.20,18.0,0.4
Missouri Valley,OH,2,3,2,0.67,0,4,.500,0,0.00,0,0.00,3,2,2,0.67,0,0,0,0.00,2.0,0.7
Missouri Valley,OPP,33,112,263,2.35,101,789,.205,9,0.08,11,0.10,5,0,114,1.02,9,31,40,0.36,298.5,2.7
Missouri Valley,MB,7,11,6,0.55,1,12,.417,1,0.09,0,0.00,2,0,4,0.36,0,3,3,0.27,7.5,0.7
Missouri Valley,OH,32,102,238,2.33,117,757,.160,14,0.14,21,0.21,533,35,256,2.51,3,18,21,0.21,271.0,2.7
Missouri Valley,OPP,7,13,3,0.23,4,12,-.083,0,0.00,1,0.08,3,0,5,0.38,0,0,0,0.00,4.0,0.3
Missouri Valley,OH,32,109,225,2.06,147,875,.089,24,0.22,26,0.24,450,32,220,2.02,4,14,18,0.17,262.0,2.4
Missouri Valley,OPP,30,85,70,0.82,52,211,.085,4,0.05,0,0.00,16,1,34,0.40,8,24,32,0.38,90.0,1.1
Missouri Valley,LB,34,115,4,0.03,1,18,.167,40,0.35,9,0.08,444,38,353,3.07,0,0,0,0.00,13.0,0.1
Missouri Valley,S,16,50,1,0.02,1,11,.000,26,0.52,17,0.34,1,0,36,0.72,0,0,0,0.00,18.0,0.4
Missouri Valley,OH,30,87,215,2.47,103,653,.172,6,0.07,23,0.26,301,21,142,1.63,3,16,19,0.22,249.0,2.9
Missouri Valley,OH,7,12,14,1.17,8,47,.128,0,0.00,1,0.08,0,0,6,0.50,0,2,2,0.17,16.0,1.3
Missouri Baptist,LB,24,69,124,1.80,61,311,.203,21,0.30,14,0.20,287,6,191,2.77,2,7,9,0.13,143.5,2.1
Missouri Baptist,LB,28,72,2,0.03,0,10,.200,42,0.58,27,0.38,265,10,287,3.99,0,0,0,0.00,29.0,0.4
Missouri Baptist,S,26,60,10,0.17,6,32,.125,209,3.48,22,0.37,0,0,52,0.87,1,7,8,0.13,36.5,0.6
Missouri Baptist,OH,24,74,175,2.36,70,551,.191,19,0.26,14,0.19,429,13,235,3.18,1,16,17,0.23,198.0,2.7
Missouri Baptist,RS,22,48,74,1.54,30,216,.204,7,0.15,9,0.19,59,4,44,0.92,0,17,17,0.35,91.5,1.9
Missouri Baptist,MB,22,55,114,2.07,22,249,.369,0,0.00,1,0.02,7,0,16,0.29,3,26,29,0.53,131.0,2.4
Missouri Baptist,S,11,15,15,1.00,9,55,.109,39,2.60,2,0.13,0,0,22,1.47,2,8,10,0.67,23.0,1.5
Missouri Baptist,OH,26,75,84,1.12,37,270,.174,16,0.21,50,0.67,436,14,223,2.97,1,25,26,0.35,147.5,2.0
Missouri Baptist,RS,25,74,204,2.76,95,488,.223,5,0.07,3,0.04,4,1,60,0.81,2,28,30,0.41,223.0,3.0
Missouri Baptist,DS,12,16,1,0.06,0,2,.500,0,0.00,2,0.13,1,0,5,0.31,0,0,0,0.00,3.0,0.2
Missouri Baptist,MB,28,70,124,1.77,30,252,.373,1,0.01,1,0.01,1,0,9,0.13,9,34,43,0.61,151.0,2.2
Missouri Baptist,MB,29,84,283,3.37,67,549,.393,1,0.01,19,0.23,3,0,25,0.30,13,66,79,0.94,348.0,4.1
Missouri Baptist,S,27,69,0,0.00,1,2,-.500,27,0.39,16,0.23,6,0,106,1.54,0,0,0,0.00,16.0,0.2
Missouri Baptist,S,29,80,28,0.35,7,64,.328,831,10.39,18,0.23,2,1,151,1.89,0,14,14,0.17,53.0,0.7
Missouri Baptist,DS,17,37,0,0.00,1,3,-.333,4,0.11,13,0.35,9,1,27,0.73,0,0,0,0.00,13.0,0.4
Missouri Baptist,OH,18,23,47,2.04,20,132,.205,1,0.04,10,0.43,87,3,26,1.13,0,3,3,0.13,58.5,2.5
Missouri Baptist,MB,6,8,6,0.75,1,13,.385,0,0.00,0,0.00,0,0,0,0.00,2,7,9,1.13,11.5,1.4
Missouri Baptist,MB,13,15,17,1.13,6,33,.333,1,0.07,0,0.00,1,0,4,0.27,4,7,11,0.73,24.5,1.6
Mobile,OH,29,90,226,2.51,110,648,.179,3,0.03,3,0.03,242,14,78,0.87,1,18,19,0.21,239.0,2.7
Mobile,OH,22,40,49,1.23,36,173,.075,3,0.07,0,0.00,47,2,14,0.35,0,7,7,0.17,52.5,1.3
Mobile,S/OH,31,99,154,1.56,54,413,.242,29,0.29,0,0.00,10,0,40,0.40,2,31,33,0.33,171.5,1.7
Mobile,L/DS,29,97,3,0.03,5,20,-.100,21,0.22,37,0.38,457,31,345,3.56,0,2,2,0.02,41.0,0.4
Mobile,DS/L,31,102,2,0.02,2,32,.000,15,0.15,39,0.38,260,13,217,2.13,0,1,1,0.01,41.5,0.4
Mobile,OH,11,29,0,0.00,0,2,.000,1,0.03,12,0.41,48,5,47,1.62,0,0,0,0.00,12.0,0.4
Mobile,DS/L,6,6,1,0.17,0,1,1.000,0,0.00,1,0.17,4,1,0,0.00,0,0,0,0.00,2.0,0.3
Mobile,S,31,105,198,1.89,101,557,.174,504,4.80,49,0.47,21,1,250,2.38,3,53,56,0.53,276.5,2.6
Mobile,DS/L,15,35,0,0.00,0,3,.000,1,0.03,1,0.03,21,2,25,0.71,0,0,0,0.00,1.0,0.0
Mobile,OH,31,105,258,2.46,104,821,.188,14,0.13,47,0.45,564,22,312,2.97,2,36,38,0.36,325.0,3.1
Mobile,MB,13,18,19,1.06,7,50,.240,1,0.06,0,0.00,4,0,5,0.28,1,1,2,0.11,20.5,1.1
Mobile,OH,7,7,0,0.00,0,1,.000,2,0.29,1,0.14,1,0,3,0.43,0,0,0,0.00,1.0,0.1
Mobile,MB,14,23,16,0.70,5,37,.297,0,0.00,0,0.00,1,1,7,0.30,5,9,14,0.61,25.5,1.1
Mobile,MB,31,101,148,1.47,37,334,.332,6,0.06,0,0.00,19,3,21,0.21,11,63,74,0.73,190.5,1.9
Mobile,S,31,105,8,0.08,9,36,-.028,526,5.01,38,0.36,4,0,207,1.97,0,0,0,0.00,46.0,0.4
Mobile,MB,14,19,13,0.68,5,37,.216,1,0.05,0,0.00,1,0,5,0.26,0,3,3,0.16,14.5,0.8
Mobile,DS/L,7,8,0,0.00,1,3,-.333,0,0.00,1,0.13,6,1,7,0.88,0,0,0,0.00,1.0,0.1
Mobile,DS/L,7,9,0,0.00,0,2,.000,0,0.00,1,0.11,12,1,4,0.44,1,0,1,0.11,2.0,0.2
Mobile,JR,18,48,0,0.00,2,3,-.667,0,0.00,15,0.31,1,0,25,0.52,0,1,1,0.02,15.5,0.3
Mobile,DS/L,10,19,0,0.00,0,0,-,1,0.05,3,0.16,16,0,18,0.95,0,0,0,0.00,3.0,0.2
Mobile,MB,31,97,171,1.76,44,437,.291,3,0.03,0,0.00,12,1,27,0.28,10,69,79,0.81,215.5,2.2
Midway,RS,10,15,11,0.73,4,25,.280,1,0.07,0,0.00,1,0,2,0.13,0,1,1,0.07,11.5,0.8
Midway,S,8,12,0,0.00,1,2,-.500,4,0.33,0,0.00,3,0,3,0.25,0,0,0,0.00,0.0,0.0
Midway,DS,20,50,0,0.00,1,1,-1.000,5,0.10,2,0.04,89,7,44,0.88,0,0,0,0.00,2.0,0.0
Midway,S,23,77,7,0.09,4,21,.143,276,3.58,3,0.04,2,0,121,1.57,0,0,0,0.00,10.0,0.1
Midway,OH,17,59,133,2.25,74,397,.149,7,0.12,6,0.10,334,22,158,2.68,0,13,13,0.22,145.5,2.5
Midway,MH,7,10,1,0.10,0,2,.500,0,0.00,0,0.00,1,0,2,0.20,2,0,2,0.20,3.0,0.3
Midway,MB,23,78,60,0.77,17,162,.265,596,7.64,15,0.19,4,0,184,2.36,3,10,13,0.17,83.0,1.1
Midway,MB,23,76,95,1.25,45,228,.219,0,0.00,0,0.00,5,1,30,0.39,11,39,50,0.66,125.5,1.7
Midway,DS,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Midway,RS,23,77,123,1.60,43,249,.321,4,0.05,23,0.30,26,0,48,0.62,10,41,51,0.66,176.5,2.3
Midway,RS,23,78,1,0.01,3,25,-.080,60,0.77,24,0.31,376,20,377,4.83,0,0,0,0.00,25.0,0.3
Midway,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Midway,OH,10,23,7,0.30,6,22,.045,1,0.04,7,0.30,45,2,12,0.52,0,1,1,0.04,14.5,0.6
Milligan,DS,27,95,6,0.06,5,43,.023,77,0.81,8,0.08,496,33,378,3.98,0,1,1,0.01,14.5,0.2
Milligan,OH,30,106,57,0.54,51,244,.025,18,0.17,8,0.08,341,35,180,1.70,7,7,14,0.13,75.5,0.7
Milligan,OH,30,106,173,1.63,130,657,.065,7,0.07,19,0.18,4,1,67,0.63,1,14,15,0.14,200.0,1.9
Milligan,DS,30,108,2,0.02,1,10,.100,15,0.14,0,0.00,266,30,233,2.16,0,0,0,0.00,2.0,0.0
Milligan,S,30,110,82,0.75,36,258,.178,987,8.97,43,0.39,4,2,358,3.25,4,30,34,0.31,144.0,1.3
Milligan,MB,12,17,5,0.29,2,14,.214,0,0.00,0,0.00,0,0,2,0.12,2,0,2,0.12,7.0,0.4
Milligan,MB,30,110,282,2.56,96,611,.304,9,0.08,22,0.20,26,4,77,0.70,57,72,129,1.17,397.0,3.6
Milligan,RS,16,23,12,0.52,12,54,.000,0,0.00,0,0.00,5,2,7,0.30,1,3,4,0.17,14.5,0.6
Milligan,MB,30,107,155,1.45,63,414,.222,21,0.20,14,0.13,58,4,65,0.61,23,51,74,0.69,217.5,2.0
Milligan,RS/S,30,105,168,1.60,92,553,.137,32,0.30,27,0.26,203,11,99,0.94,4,31,35,0.33,214.5,2.0
Milligan,DS,18,32,0,0.00,1,3,-.333,0,0.00,1,0.03,53,5,30,0.94,0,0,0,0.00,1.0,0.0
Milligan,DS,30,95,2,0.02,3,19,-.053,15,0.16,5,0.05,241,17,152,1.60,0,0,0,0.00,7.0,0.1
Milligan,OH,30,108,325,3.01,167,817,.193,3,0.03,29,0.27,71,8,71,0.66,10,37,47,0.44,382.5,3.5
Montana Tech,DS,18,41,1,0.02,0,8,.125,4,0.10,3,0.07,79,4,43,1.05,0,0,0,0.00,4.0,0.1
Montana Tech,OH,31,111,437,3.94,163,1335,.205,14,0.13,39,0.35,439,28,237,2.14,16,45,61,0.55,514.5,4.6
Montana Tech,MH,24,66,65,0.98,28,175,.211,6,0.09,0,0.00,1,0,9,0.14,7,50,57,0.86,97.0,1.5
Montana Tech,OH,31,108,260,2.41,90,746,.228,4,0.04,14,0.13,28,3,91,0.84,5,60,65,0.60,309.0,2.9
Montana Tech,S,31,110,0,0.00,4,20,-.200,11,0.10,29,0.26,248,14,246,2.24,0,0,0,0.00,29.0,0.3
Montana Tech,MB,31,105,26,0.25,8,122,.148,5,0.05,16,0.15,41,1,67,0.64,2,15,17,0.16,51.5,0.5
Montana Tech,MH,31,111,245,2.21,67,667,.267,3,0.03,0,0.00,4,1,32,0.29,34,97,131,1.18,327.5,3.0
Montana Tech,S,28,83,40,0.48,13,129,.209,654,7.88,3,0.04,3,1,139,1.67,6,22,28,0.34,60.0,0.7
Montana Tech,LB,22,74,0,0.00,2,16,-.125,26,0.35,23,0.31,187,9,167,2.26,0,0,0,0.00,23.0,0.3
Montana Tech,MB,27,76,125,1.64,24,284,.356,1,0.01,0,0.00,6,1,22,0.29,9,42,51,0.67,155.0,2.0
Montana Tech,LB,31,111,1,0.01,3,29,-.069,44,0.40,15,0.14,452,23,453,4.08,0,0,0,0.00,16.0,0.1
Montana Tech,S,30,99,10,0.10,3,51,.137,456,4.61,18,0.18,5,0,115,1.16,4,11,15,0.15,37.5,0.4
Montana Tech,MB,11,12,2,0.17,3,12,-.083,0,0.00,0,0.00,1,1,3,0.25,0,2,2,0.17,3.0,0.3
Montana Tech,OH,29,96,164,1.71,91,497,.147,3,0.03,2,0.02,73,9,37,0.39,2,17,19,0.20,176.5,1.8
Montana Tech,LB,31,111,2,0.02,0,20,.100,32,0.29,7,0.06,477,15,347,3.13,0,0,0,0.00,9.0,0.1
Montana Tech,LB,18,41,0,0.00,0,0,-,2,0.05,6,0.15,7,0,21,0.51,0,0,0,0.00,6.0,0.1
Montana Tech,OH,19,42,15,0.36,13,60,.033,1,0.02,0,0.00,0,0,8,0.19,2,15,17,0.40,24.5,0.6
Montana Western,DS,24,79,10,0.13,23,84,-.155,14,0.18,12,0.15,274,11,201,2.54,0,0,0,0.00,22.0,0.3
Montana Western,RS,7,10,0,0.00,0,1,.000,3,0.30,0,0.00,0,0,2,0.20,0,0,0,0.00,0.0,0.0
Montana Western,LB,25,86,0,0.00,3,29,-.103,69,0.80,6,0.07,459,28,453,5.27,0,0,0,0.00,6.0,0.1
Montana Western,DS,14,38,1,0.03,1,8,.000,1,0.03,2,0.05,14,2,26,0.68,0,0,0,0.00,3.0,0.1
Montana Western,OH,16,24,11,0.46,10,48,.021,0,0.00,0,0.00,28,5,4,0.17,0,0,0,0.00,11.0,0.5
Montana Western,OH,26,93,241,2.59,105,847,.161,15,0.16,5,0.05,460,40,295,3.17,6,22,28,0.30,263.0,2.8
Montana Western,MB,19,66,138,2.09,47,372,.245,4,0.06,1,0.02,8,2,18,0.27,23,42,65,0.98,183.0,2.8
Montana Western,DS,10,16,0,0.00,1,4,-.250,0,0.00,1,0.06,15,1,11,0.69,0,0,0,0.00,1.0,0.1
Montana Western,OH,26,93,260,2.80,125,815,.166,12,0.13,7,0.08,382,17,232,2.49,4,30,34,0.37,286.0,3.1
Montana Western,MB,26,91,175,1.92,95,510,.157,6,0.07,9,0.10,5,1,34,0.37,22,61,83,0.91,236.5,2.6
Montana Western,MB,13,31,37,1.19,23,108,.130,2,0.06,0,0.00,0,0,12,0.39,1,15,16,0.52,45.5,1.5
Montana Western,MB,15,41,64,1.56,28,236,.153,0,0.00,0,0.00,1,0,15,0.37,0,22,22,0.54,75.0,1.8
Montana Western,S,21,64,2,0.03,4,10,-.200,88,1.38,6,0.09,47,5,135,2.11,0,0,0,0.00,8.0,0.1
Montana Western,OH,6,6,3,0.50,3,8,.000,1,0.17,0,0.00,0,0,0,0.00,0,0,0,0.00,3.0,0.5
Montana Western,S,13,26,1,0.04,0,3,.333,10,0.38,2,0.08,0,0,11,0.42,0,0,0,0.00,3.0,0.1
Montana Western,RS,26,80,120,1.50,57,392,.161,1,0.01,0,0.00,1,0,32,0.40,6,37,43,0.54,144.5,1.8
Montana Western,LB,24,68,0,0.00,3,11,-.273,10,0.15,11,0.16,68,7,66,0.97,0,0,0,0.00,11.0,0.2
Montana Western,S,26,93,27,0.29,10,103,.165,801,8.61,26,0.28,3,0,243,2.61,1,15,16,0.17,61.5,0.7
Montreat,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,RS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,OH,4,5,6,1.20,7,21,-.048,1,0.20,0,0.00,0,0,3,0.60,0,4,4,0.80,8.0,1.6
Montreat,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,DS,19,44,1,0.02,1,7,.000,4,0.09,10,0.23,106,6,59,1.34,0,0,0,0.00,11.0,0.3
Montreat,DS,29,107,0,0.00,2,6,-.333,18,0.17,14,0.13,475,40,253,2.36,0,0,0,0.00,14.0,0.1
Montreat,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,RS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,OH,26,96,342,3.56,172,1037,.164,17,0.18,44,0.46,457,33,313,3.26,0,17,17,0.18,393.5,4.1
Montreat,DS,28,104,2,0.02,1,30,.033,64,0.62,2,0.02,700,43,371,3.57,0,0,0,0.00,4.0,0.0
Montreat,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,S,25,83,9,0.11,3,33,.182,328,3.95,30,0.36,2,0,104,1.25,0,0,0,0.00,39.0,0.5
Montreat,OH,29,106,143,1.35,76,399,.168,8,0.08,6,0.06,4,1,34,0.32,9,62,71,0.67,188.5,1.8
Montreat,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,S,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Montreat,DS,9,13,0,0.00,0,0,-,1,0.08,0,0.00,15,2,4,0.31,0,0,0,0.00,0.0,0.0
Montreat,OH,28,95,131,1.38,82,465,.105,5,0.05,0,0.00,25,3,33,0.35,1,41,42,0.44,152.5,1.6
Montreat,OH,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,1,1.00,0,0,0,0.00,0.0,0.0
Montreat,RS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,S,17,47,0,0.00,0,1,.000,1,0.02,6,0.13,0,0,16,0.34,0,0,0,0.00,6.0,0.1
Montreat,OH,29,104,150,1.44,101,545,.090,2,0.02,0,0.00,8,5,27,0.26,5,33,38,0.37,171.5,1.6
Montreat,MB,29,105,102,0.97,65,281,.132,3,0.03,0,0.00,1,1,12,0.11,14,68,82,0.78,150.0,1.4
Montreat,S,29,107,11,0.10,10,58,.017,668,6.24,20,0.19,1,0,173,1.62,0,8,8,0.07,35.0,0.3
Montreat,MB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montreat,OH,29,107,300,2.80,115,823,.225,10,0.09,7,0.07,339,15,126,1.18,2,27,29,0.27,323.0,3.0
Montreat,DS,16,48,0,0.00,0,2,.000,6,0.13,12,0.25,21,0,23,0.48,0,0,0,0.00,12.0,0.3
Montana State-Northern,DS/L,21,72,2,0.03,4,27,-.074,9,0.13,4,0.06,250,15,191,2.65,0,2,2,0.03,7.0,0.1
Montana State-Northern,DS/L,22,70,1,0.01,1,19,.000,13,0.19,11,0.16,272,9,181,2.59,0,0,0,0.00,12.0,0.2
Montana State-Northern,MB,9,12,2,0.17,3,8,-.125,0,0.00,0,0.00,0,0,2,0.17,0,3,3,0.25,3.5,0.3
Montana State-Northern,OH/RS,23,83,205,2.47,146,690,.086,2,0.02,0,0.00,8,2,45,0.54,12,39,51,0.61,236.5,2.8
Montana State-Northern,S,23,83,106,1.28,54,463,.112,202,2.43,22,0.27,241,14,275,3.31,1,6,7,0.08,132.0,1.6
Montana State-Northern,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montana State-Northern,OH/DS,8,31,55,1.77,16,195,.200,1,0.03,3,0.10,168,14,78,2.52,1,7,8,0.26,62.5,2.0
Montana State-Northern,DS,22,75,1,0.01,4,48,-.063,49,0.65,10,0.13,484,31,383,5.11,0,0,0,0.00,11.0,0.1
Montana State-Northern,OH/RS,23,83,234,2.82,151,737,.113,2,0.02,2,0.02,223,22,56,0.67,3,14,17,0.20,246.0,3.0
Montana State-Northern,MB,23,83,198,2.39,88,504,.218,5,0.06,16,0.19,62,4,72,0.87,13,62,75,0.90,258.0,3.1
Montana State-Northern,MB,7,13,6,0.46,5,22,.045,0,0.00,0,0.00,2,0,5,0.38,1,1,2,0.15,7.5,0.6
Montana State-Northern,MB,23,82,67,0.82,30,218,.170,6,0.07,0,0.00,10,1,25,0.30,9,43,52,0.63,97.5,1.2
Montana State-Northern,S,23,83,98,1.18,53,319,.141,640,7.71,21,0.25,12,1,281,3.39,8,37,45,0.54,145.5,1.8
Morningside,DS,31,109,3,0.03,3,15,.000,38,0.35,21,0.19,518,44,293,2.69,0,0,0,0.00,24.0,0.2
Morningside,OH,30,100,239,2.39,108,759,.173,13,0.13,2,0.02,214,13,79,0.79,2,19,21,0.21,252.5,2.5
Morningside,DS,26,84,2,0.02,2,15,.000,31,0.37,20,0.24,294,24,435,5.18,0,0,0,0.00,22.0,0.3
Morningside,MH,28,97,85,0.88,47,275,.138,4,0.04,0,0.00,16,1,22,0.23,14,59,73,0.75,128.5,1.3
Morningside,S,31,109,73,0.67,30,203,.212,903,8.28,25,0.23,4,1,195,1.79,3,35,38,0.35,118.5,1.1
Morningside,OH,25,77,0,0.00,1,10,-.100,3,0.04,17,0.22,0,0,40,0.52,0,0,0,0.00,17.0,0.2
Morningside,MH,28,97,112,1.15,64,323,.149,3,0.03,0,0.00,20,4,34,0.35,11,61,72,0.74,153.5,1.6
Morningside,OH,31,109,420,3.85,202,1329,.164,22,0.20,34,0.31,671,35,327,3.00,7,32,39,0.36,477.0,4.4
Morningside,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Morningside,S,31,104,8,0.08,4,26,.154,134,1.29,9,0.09,159,15,189,1.82,1,0,1,0.01,18.0,0.2
Morningside,MH,14,30,15,0.50,11,56,.071,1,0.03,0,0.00,2,0,3,0.10,0,8,8,0.27,19.0,0.6
Morningside,MH,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,1,1.00,0,0,0,0.00,0.0,0.0
Morningside,OPP,9,26,7,0.27,7,20,.000,0,0.00,5,0.19,0,0,7,0.27,0,0,0,0.00,12.0,0.5
Morningside,OH,4,11,0,0.00,0,0,-,0,0.00,1,0.09,0,0,1,0.09,0,0,0,0.00,1.0,0.1
Morningside,S,2,3,1,0.33,0,1,1.000,9,3.00,0,0.00,1,0,0,0.00,0,0,0,0.00,1.0,0.3
Morningside,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Morningside,MH,2,4,0,0.00,0,3,.000,0,0.00,0,0.00,0,0,0,0.00,0,1,1,0.25,0.5,0.1
Morningside,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Morningside,OH,28,96,244,2.54,122,755,.162,5,0.05,0,0.00,40,10,158,1.65,1,40,41,0.43,265.0,2.8
Morningside,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Morningside,DS,14,30,0,0.00,0,1,.000,1,0.03,0,0.00,78,12,42,1.40,0,0,0,0.00,0.0,0.0
Morningside,OH,7,10,4,0.40,5,23,-.043,0,0.00,0,0.00,12,0,4,0.40,0,1,1,0.10,4.5,0.5
Morningside,OH,24,61,50,0.82,37,196,.066,12,0.20,8,0.13,211,9,122,2.00,0,2,2,0.03,59.0,1.0
Morningside,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Morningside,OPP,2,3,1,0.33,1,2,.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,1.0,0.3
Mount Marty,DS,21,76,2,0.03,1,5,.200,13,0.17,2,0.03,363,23,233,3.07,0,0,0,0.00,4.0,0.1
Mount Marty,S,4,7,0,0.00,0,0,-,3,0.43,0,0.00,0,0,4,0.57,0,0,0,0.00,0.0,0.0
Mount Marty,DS,24,78,0,0.00,2,3,-.667,4,0.05,8,0.10,67,7,47,0.60,0,0,0,0.00,8.0,0.1
Mount Marty,DS,25,85,2,0.02,1,9,.111,14,0.16,14,0.16,359,15,175,2.06,0,0,0,0.00,16.0,0.2
Mount Marty,OH,25,88,231,2.63,106,815,.153,5,0.06,0,0.00,286,15,100,1.14,5,26,31,0.35,249.0,2.8
Mount Marty,DS,26,84,11,0.13,17,57,-.105,24,0.29,17,0.20,398,28,268,3.19,0,1,1,0.01,28.5,0.3
Mount Marty,S,25,86,20,0.23,17,76,.039,436,5.07,18,0.21,13,0,136,1.58,0,3,3,0.03,39.5,0.5
Mount Marty,OH,24,75,175,2.33,116,516,.114,4,0.05,0,0.00,7,0,38,0.51,1,13,14,0.19,182.5,2.4
Mount Marty,DS,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,1,1,0.50,0.5,0.3
Mount Marty,MH,26,91,211,2.32,113,638,.154,12,0.13,34,0.37,26,2,65,0.71,9,34,43,0.47,271.0,3.0
Mount Marty,MH,20,49,30,0.61,31,92,-.011,0,0.00,0,0.00,5,0,12,0.24,0,29,29,0.59,44.5,0.9
Mount Marty,OH,24,82,104,1.27,55,348,.141,396,4.83,10,0.12,113,13,150,1.83,2,15,17,0.21,123.5,1.5
Mount Marty,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mount Marty,OH,8,14,1,0.07,2,5,-.200,0,0.00,1,0.07,17,2,9,0.64,0,0,0,0.00,2.0,0.1
Mount Marty,DS,7,15,1,0.07,0,2,.500,0,0.00,1,0.07,9,2,9,0.60,0,0,0,0.00,2.0,0.1
Mount Marty,MH,26,91,159,1.75,80,443,.178,14,0.15,0,0.00,38,0,69,0.76,6,66,72,0.79,198.0,2.2
Mount Marty,S,1,1,0,0.00,0,1,.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Mount Marty,OH,22,59,55,0.93,45,195,.051,2,0.03,0,0.00,32,0,21,0.36,0,25,25,0.42,67.5,1.1
Mount Marty,RS,16,35,26,0.74,22,118,.034,1,0.03,0,0.00,45,4,14,0.40,0,8,8,0.23,30.0,0.9
Mount Marty,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mount Marty,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Multnomah,OH,19,58,73,1.26,71,256,.008,2,0.03,0,0.00,1,0,13,0.22,6,8,14,0.24,83.0,1.4
Multnomah,S,22,71,7,0.10,6,37,.027,226,3.18,8,0.11,11,1,101,1.42,0,3,3,0.04,16.5,0.2
Multnomah,DS,21,54,9,0.17,5,38,.105,154,2.85,13,0.24,0,0,70,1.30,0,0,0,0.00,22.0,0.4
Multnomah,OH,22,72,161,2.24,82,591,.134,11,0.15,2,0.03,396,23,146,2.03,1,17,18,0.25,172.5,2.4
Multnomah,OH,22,72,110,1.53,86,416,.058,10,0.14,0,0.00,210,28,48,0.67,1,12,13,0.18,117.0,1.6
Multnomah,S,18,40,1,0.03,3,10,-.200,81,2.02,0,0.00,3,1,38,0.95,0,0,0,0.00,1.0,0.0
Multnomah,S,2,3,0,0.00,0,0,-,0,0.00,0,0.00,0,0,3,1.00,0,0,0,0.00,0.0,0.0
Multnomah,MB,4,4,2,0.50,0,4,.500,0,0.00,0,0.00,1,0,0,0.00,0,2,2,0.50,3.0,0.8
